Supercontig_3.1	5677.0000	5.954672e-01	2.963999e+02
Supercontig_3.1	7964.8928	2.737248e+00	4.213800e-03
Supercontig_3.1	10252.7856	1.375391e+00	1.377839e-01
Supercontig_3.1	12540.6785	3.269572e-01	9.965704e-02
Supercontig_3.1	14828.5713	1.363004e+00	8.301837e-04
Supercontig_3.1	17116.4641	8.153959e+00	2.569877e-04
Supercontig_3.1	19404.3569	1.343494e+01	3.341337e-04
Supercontig_3.1	21692.2498	3.776656e+00	4.887804e-04
Supercontig_3.1	23980.1426	1.216140e+00	3.673565e-03
Supercontig_3.1	26268.0354	6.572837e-01	3.201249e-01
Supercontig_3.1	28555.9282	6.581993e-01	8.003123e-02
Supercontig_3.1	30843.8210	3.424669e-03	9.036199e-02
Supercontig_3.1	33131.7139	1.343153e-01	4.356085e-01
Supercontig_3.1	35419.6067	1.029378e+00	1.753059e-01
Supercontig_3.1	37707.4995	2.790182e+00	8.288392e-03
Supercontig_3.1	39995.3923	9.246088e-01	4.569656e-02
Supercontig_3.1	42283.2852	4.761877e-01	4.269481e-01
Supercontig_3.1	44571.1780	2.028251e-04	3.197900e+00
Supercontig_3.1	46859.0708	1.328919e+00	3.902012e-02
Supercontig_3.1	49146.9636	9.081351e-02	2.457707e-02
Supercontig_3.1	51434.8564	1.421517e+00	1.602106e-01
Supercontig_3.1	53722.7493	1.399688e+00	1.493916e-01
Supercontig_3.1	56010.6421	4.524828e+00	5.197869e-02
Supercontig_3.1	58298.5349	7.794202e-01	3.902013e-01
Supercontig_3.1	60586.4277	1.760971e-01	4.234286e-01
Supercontig_3.1	62874.3206	0.000000e+00	9.230771e-01
Supercontig_3.1	65162.2134	3.627789e-01	6.206078e-02
Supercontig_3.1	67450.1062	1.186823e-01	1.924066e-01
Supercontig_3.1	69737.9990	0.000000e+00	3.000000e-01
Supercontig_3.1	72025.8918	0.000000e+00	2.000000e+00
Supercontig_3.1	74313.7847	2.378026e-01	4.593648e-02
Supercontig_3.1	76601.6775	2.960789e-01	3.293333e-01
Supercontig_3.1	78889.5703	1.373467e-01	1.611807e+00
Supercontig_3.1	81177.4631	2.092499e+00	2.826573e-02
Supercontig_3.1	83465.3560	9.710870e-01	6.622197e-02
Supercontig_3.1	85753.2488	1.707270e+00	2.607397e-02
Supercontig_3.1	88041.1416	1.744885e+01	2.332301e-03
Supercontig_3.1	90329.0344	5.855669e+00	1.429601e-02
Supercontig_3.1	92616.9272	1.495678e+00	1.632460e-02
Supercontig_3.1	94904.8201	1.929126e+00	2.736888e-02
Supercontig_3.1	97192.7129	2.317257e+00	1.661766e-01
Supercontig_3.1	99480.6057	1.388257e+00	1.241324e-01
Supercontig_3.1	101768.4985	8.260001e+00	1.968122e-03
Supercontig_3.1	104056.3914	3.576866e+00	2.617747e-02
Supercontig_3.1	106344.2842	7.945730e-01	1.867396e-01
Supercontig_3.1	108632.1770	4.862767e+00	3.112326e-02
Supercontig_3.1	110920.0698	2.274834e-01	3.660540e-01
Supercontig_3.1	113207.9626	4.400998e+00	1.227567e-01
Supercontig_3.1	115495.8555	2.262901e+00	2.805412e-02
Supercontig_3.1	117783.7483	3.230880e+00	3.344589e-02
Supercontig_3.1	120071.6411	1.342951e+00	6.056416e-02
Supercontig_3.1	122359.5339	3.076144e-01	2.275563e-01
Supercontig_3.1	124647.4268	1.219330e+00	5.123375e-02
Supercontig_3.1	126935.3196	4.688140e+00	2.667708e-02
Supercontig_3.1	129223.2124	1.838105e+00	4.005266e-01
Supercontig_3.1	131511.1052	7.892688e+00	2.038837e-02
Supercontig_3.1	133798.9980	1.346848e+00	1.392118e-02
Supercontig_3.1	136086.8909	6.093366e+00	8.192885e-03
Supercontig_3.1	138374.7837	1.772700e+00	1.413624e-01
Supercontig_3.1	140662.6765	0.000000e+00	2.400000e+00
Supercontig_3.1	142950.5693	0.000000e+00	1.008404e-01
Supercontig_3.1	145238.4622	0.000000e+00	4.285715e-01
Supercontig_3.1	147526.3550	7.603108e-01	3.267063e-01
Supercontig_3.1	149814.2478	1.490768e-03	7.994750e-01
Supercontig_3.1	152102.1406	1.561185e-03	1.728595e-01
Supercontig_3.1	154390.0334	0.000000e+00	2.666668e-01
Supercontig_3.1	156677.9263	5.754271e-04	1.510662e-01
Supercontig_3.1	158965.8191	1.452494e-03	5.814365e-01
Supercontig_3.1	161253.7119	0.000000e+00	2.400000e+00
Supercontig_3.1	163541.6047	0.000000e+00	3.428573e-01
Supercontig_3.1	165829.4976	9.063060e-01	6.909602e-01
Supercontig_3.1	168117.3904	8.158377e-01	3.382125e-02
Supercontig_3.1	170405.2832	0.000000e+00	1.518988e-01
Supercontig_3.1	172693.1760	0.000000e+00	1.714286e-01
Supercontig_3.1	174981.0688	6.179117e-01	1.623701e-01
Supercontig_3.1	177268.9617	1.346039e+00	5.494414e-02
Supercontig_3.1	179556.8545	1.497916e-03	2.459923e-01
Supercontig_3.1	181844.7473	6.966299e-01	3.052452e-02
Supercontig_3.1	184132.6401	1.358420e-01	2.556451e-02
Supercontig_3.1	186420.5330	0.000000e+00	1.200000e+01
Supercontig_3.1	188708.4258	0.000000e+00	1.739131e-01
Supercontig_3.1	190996.3186	0.000000e+00	1.846154e-01
Supercontig_3.1	193284.2114	1.485241e-03	2.205448e-01
Supercontig_3.1	195572.1042	6.013372e-01	7.277020e-02
Supercontig_3.1	197859.9971	4.132712e+00	1.418275e-02
Supercontig_3.1	200147.8899	7.060005e-01	3.660540e-02
Supercontig_3.1	202435.7827	1.191208e+00	7.967741e-03
Supercontig_3.1	204723.6755	1.242756e+00	2.047289e-02
Supercontig_3.1	207011.5684	1.754824e+00	1.178020e-02
Supercontig_3.1	209299.4612	3.881967e-01	5.886396e-02
Supercontig_3.1	211587.3540	0.000000e+00	1.200000e+01
Supercontig_3.1	213875.2468	5.594824e-01	1.589327e-01
Supercontig_3.1	216163.1396	4.945527e-01	1.560000e-01
Supercontig_3.1	218451.0325	2.215468e-01	3.963783e-02
Supercontig_3.1	220738.9253	1.213476e-01	4.597265e-02
Supercontig_3.1	223026.8181	0.000000e+00	6.666667e-01
Supercontig_3.1	225314.7109	2.052218e+00	1.105536e-01
Supercontig_3.1	227602.6038	0.000000e+00	2.000000e+00
